subject,trial,dominant_leg,mot_file,c3d_file,emg_file,output_csv,start_grf_idx,start_time_sec,end_mocap_idx,status
S50,1,R,D:\RESEARCH\STW_dataset\Extracted\S50\ExpData\Mocap\grfResults\stw1.mot,D:\RESEARCH\STW_dataset\Extracted\S50\ExpData\Mocap\stw1.c3d,D:\RESEARCH\STW_dataset\Extracted\S50\ExpData\EMG and IMU\Processed_Normalized_EMG\S50_stw1_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S50\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S50_stw1_cropped_rise_to_hs_emg.csv,2008,2.008,1130,success
S50,2,R,D:\RESEARCH\STW_dataset\Extracted\S50\ExpData\Mocap\grfResults\stw2.mot,D:\RESEARCH\STW_dataset\Extracted\S50\ExpData\Mocap\stw2.c3d,D:\RESEARCH\STW_dataset\Extracted\S50\ExpData\EMG and IMU\Processed_Normalized_EMG\S50_stw2_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S50\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S50_stw2_cropped_rise_to_hs_emg.csv,2955,2.955,1290,success
S50,3,R,D:\RESEARCH\STW_dataset\Extracted\S50\ExpData\Mocap\grfResults\stw3.mot,D:\RESEARCH\STW_dataset\Extracted\S50\ExpData\Mocap\stw3.c3d,D:\RESEARCH\STW_dataset\Extracted\S50\ExpData\EMG and IMU\Processed_Normalized_EMG\S50_stw3_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S50\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S50_stw3_cropped_rise_to_hs_emg.csv,1135,1.135,1216,success
S50,4,R,D:\RESEARCH\STW_dataset\Extracted\S50\ExpData\Mocap\grfResults\stw4.mot,D:\RESEARCH\STW_dataset\Extracted\S50\ExpData\Mocap\stw4.c3d,D:\RESEARCH\STW_dataset\Extracted\S50\ExpData\EMG and IMU\Processed_Normalized_EMG\S50_stw4_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S50\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S50_stw4_cropped_rise_to_hs_emg.csv,969,0.969,1230,success
S50,5,R,D:\RESEARCH\STW_dataset\Extracted\S50\ExpData\Mocap\grfResults\stw5.mot,D:\RESEARCH\STW_dataset\Extracted\S50\ExpData\Mocap\stw5.c3d,D:\RESEARCH\STW_dataset\Extracted\S50\ExpData\EMG and IMU\Processed_Normalized_EMG\S50_stw5_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S50\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S50_stw5_cropped_rise_to_hs_emg.csv,1144,1.144,1161,success
S51,2,R,D:\RESEARCH\STW_dataset\Extracted\S51\ExpData\Mocap\grfResults\stw2.mot,D:\RESEARCH\STW_dataset\Extracted\S51\ExpData\Mocap\stw2.c3d,D:\RESEARCH\STW_dataset\Extracted\S51\ExpData\EMG and IMU\Processed_Normalized_EMG\S51_stw2_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S51\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S51_stw2_cropped_rise_to_hs_emg.csv,2408,2.408,1113,success
S51,4,R,D:\RESEARCH\STW_dataset\Extracted\S51\ExpData\Mocap\grfResults\stw4.mot,D:\RESEARCH\STW_dataset\Extracted\S51\ExpData\Mocap\stw4.c3d,D:\RESEARCH\STW_dataset\Extracted\S51\ExpData\EMG and IMU\Processed_Normalized_EMG\S51_stw4_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S51\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S51_stw4_cropped_rise_to_hs_emg.csv,1934,1.934,1198,success
S51,5,R,D:\RESEARCH\STW_dataset\Extracted\S51\ExpData\Mocap\grfResults\stw5.mot,D:\RESEARCH\STW_dataset\Extracted\S51\ExpData\Mocap\stw5.c3d,D:\RESEARCH\STW_dataset\Extracted\S51\ExpData\EMG and IMU\Processed_Normalized_EMG\S51_stw5_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S51\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S51_stw5_cropped_rise_to_hs_emg.csv,2500,2.5,1248,success
S54,1,R,D:\RESEARCH\STW_dataset\Extracted\S54\ExpData\Mocap\grfResults\stw1.mot,D:\RESEARCH\STW_dataset\Extracted\S54\ExpData\Mocap\stw1.c3d,D:\RESEARCH\STW_dataset\Extracted\S54\ExpData\EMG and IMU\Processed_Normalized_EMG\S54_stw1_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S54\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S54_stw1_cropped_rise_to_hs_emg.csv,1759,1.759,908,success
S54,2,R,D:\RESEARCH\STW_dataset\Extracted\S54\ExpData\Mocap\grfResults\stw2.mot,D:\RESEARCH\STW_dataset\Extracted\S54\ExpData\Mocap\stw2.c3d,D:\RESEARCH\STW_dataset\Extracted\S54\ExpData\EMG and IMU\Processed_Normalized_EMG\S54_stw2_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S54\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S54_stw2_cropped_rise_to_hs_emg.csv,1280,1.28,1081,success
S54,3,R,D:\RESEARCH\STW_dataset\Extracted\S54\ExpData\Mocap\grfResults\stw3.mot,D:\RESEARCH\STW_dataset\Extracted\S54\ExpData\Mocap\stw3.c3d,D:\RESEARCH\STW_dataset\Extracted\S54\ExpData\EMG and IMU\Processed_Normalized_EMG\S54_stw3_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S54\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S54_stw3_cropped_rise_to_hs_emg.csv,987,0.987,1299,success
S54,4,R,D:\RESEARCH\STW_dataset\Extracted\S54\ExpData\Mocap\grfResults\stw4.mot,D:\RESEARCH\STW_dataset\Extracted\S54\ExpData\Mocap\stw4.c3d,D:\RESEARCH\STW_dataset\Extracted\S54\ExpData\EMG and IMU\Processed_Normalized_EMG\S54_stw4_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S54\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S54_stw4_cropped_rise_to_hs_emg.csv,2541,2.541,1230,success
S54,5,R,D:\RESEARCH\STW_dataset\Extracted\S54\ExpData\Mocap\grfResults\stw5.mot,D:\RESEARCH\STW_dataset\Extracted\S54\ExpData\Mocap\stw5.c3d,D:\RESEARCH\STW_dataset\Extracted\S54\ExpData\EMG and IMU\Processed_Normalized_EMG\S54_stw5_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S54\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S54_stw5_cropped_rise_to_hs_emg.csv,2664,2.664,1224,success
S55,1,R,D:\RESEARCH\STW_dataset\Extracted\S55\ExpData\Mocap\grfResults\stw1.mot,D:\RESEARCH\STW_dataset\Extracted\S55\ExpData\Mocap\stw1.c3d,D:\RESEARCH\STW_dataset\Extracted\S55\ExpData\EMG and IMU\Processed_Normalized_EMG\S55_stw1_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S55\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S55_stw1_cropped_rise_to_hs_emg.csv,2594,2.594,1028,success
S55,2,R,D:\RESEARCH\STW_dataset\Extracted\S55\ExpData\Mocap\grfResults\stw2.mot,D:\RESEARCH\STW_dataset\Extracted\S55\ExpData\Mocap\stw2.c3d,D:\RESEARCH\STW_dataset\Extracted\S55\ExpData\EMG and IMU\Processed_Normalized_EMG\S55_stw2_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S55\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S55_stw2_cropped_rise_to_hs_emg.csv,2632,2.632,1082,success
S55,3,R,D:\RESEARCH\STW_dataset\Extracted\S55\ExpData\Mocap\grfResults\stw3.mot,D:\RESEARCH\STW_dataset\Extracted\S55\ExpData\Mocap\stw3.c3d,D:\RESEARCH\STW_dataset\Extracted\S55\ExpData\EMG and IMU\Processed_Normalized_EMG\S55_stw3_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S55\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S55_stw3_cropped_rise_to_hs_emg.csv,2952,2.952,1117,success
S55,5,R,D:\RESEARCH\STW_dataset\Extracted\S55\ExpData\Mocap\grfResults\stw5.mot,D:\RESEARCH\STW_dataset\Extracted\S55\ExpData\Mocap\stw5.c3d,D:\RESEARCH\STW_dataset\Extracted\S55\ExpData\EMG and IMU\Processed_Normalized_EMG\S55_stw5_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S55\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S55_stw5_cropped_rise_to_hs_emg.csv,3065,3.065,1166,success
S56,4,R,D:\RESEARCH\STW_dataset\Extracted\S56\ExpData\Mocap\grfResults\stw4.mot,D:\RESEARCH\STW_dataset\Extracted\S56\ExpData\Mocap\stw4.c3d,D:\RESEARCH\STW_dataset\Extracted\S56\ExpData\EMG and IMU\Processed_Normalized_EMG\S56_stw4_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S56\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S56_stw4_cropped_rise_to_hs_emg.csv,2829,2.829,1088,success
S57,1,R,D:\RESEARCH\STW_dataset\Extracted\S57\ExpData\Mocap\grfResults\stw1.mot,D:\RESEARCH\STW_dataset\Extracted\S57\ExpData\Mocap\stw1.c3d,D:\RESEARCH\STW_dataset\Extracted\S57\ExpData\EMG and IMU\Processed_Normalized_EMG\S57_stw1_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S57\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S57_stw1_cropped_rise_to_hs_emg.csv,939,0.939,895,success
S57,2,R,D:\RESEARCH\STW_dataset\Extracted\S57\ExpData\Mocap\grfResults\stw2.mot,D:\RESEARCH\STW_dataset\Extracted\S57\ExpData\Mocap\stw2.c3d,D:\RESEARCH\STW_dataset\Extracted\S57\ExpData\EMG and IMU\Processed_Normalized_EMG\S57_stw2_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S57\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S57_stw2_cropped_rise_to_hs_emg.csv,2256,2.256,984,success
S57,3,R,D:\RESEARCH\STW_dataset\Extracted\S57\ExpData\Mocap\grfResults\stw3.mot,D:\RESEARCH\STW_dataset\Extracted\S57\ExpData\Mocap\stw3.c3d,D:\RESEARCH\STW_dataset\Extracted\S57\ExpData\EMG and IMU\Processed_Normalized_EMG\S57_stw3_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S57\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S57_stw3_cropped_rise_to_hs_emg.csv,1292,1.292,940,success
S57,4,R,D:\RESEARCH\STW_dataset\Extracted\S57\ExpData\Mocap\grfResults\stw4.mot,D:\RESEARCH\STW_dataset\Extracted\S57\ExpData\Mocap\stw4.c3d,D:\RESEARCH\STW_dataset\Extracted\S57\ExpData\EMG and IMU\Processed_Normalized_EMG\S57_stw4_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S57\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S57_stw4_cropped_rise_to_hs_emg.csv,2238,2.238,937,success
S57,5,R,D:\RESEARCH\STW_dataset\Extracted\S57\ExpData\Mocap\grfResults\stw5.mot,D:\RESEARCH\STW_dataset\Extracted\S57\ExpData\Mocap\stw5.c3d,D:\RESEARCH\STW_dataset\Extracted\S57\ExpData\EMG and IMU\Processed_Normalized_EMG\S57_stw5_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S57\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S57_stw5_cropped_rise_to_hs_emg.csv,2912,2.912,1072,success
S63,1,R,D:\RESEARCH\STW_dataset\Extracted\S63\ExpData\Mocap\grfResults\stw1.mot,D:\RESEARCH\STW_dataset\Extracted\S63\ExpData\Mocap\stw1.c3d,D:\RESEARCH\STW_dataset\Extracted\S63\ExpData\EMG and IMU\Processed_Normalized_EMG\S63_stw1_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S63\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S63_stw1_cropped_rise_to_hs_emg.csv,2674,2.674,1030,success
S63,2,R,D:\RESEARCH\STW_dataset\Extracted\S63\ExpData\Mocap\grfResults\stw2.mot,D:\RESEARCH\STW_dataset\Extracted\S63\ExpData\Mocap\stw2.c3d,D:\RESEARCH\STW_dataset\Extracted\S63\ExpData\EMG and IMU\Processed_Normalized_EMG\S63_stw2_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S63\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S63_stw2_cropped_rise_to_hs_emg.csv,2329,2.329,966,success
S63,3,R,D:\RESEARCH\STW_dataset\Extracted\S63\ExpData\Mocap\grfResults\stw3.mot,D:\RESEARCH\STW_dataset\Extracted\S63\ExpData\Mocap\stw3.c3d,D:\RESEARCH\STW_dataset\Extracted\S63\ExpData\EMG and IMU\Processed_Normalized_EMG\S63_stw3_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S63\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S63_stw3_cropped_rise_to_hs_emg.csv,2814,2.814,1044,success
S63,4,R,D:\RESEARCH\STW_dataset\Extracted\S63\ExpData\Mocap\grfResults\stw4.mot,D:\RESEARCH\STW_dataset\Extracted\S63\ExpData\Mocap\stw4.c3d,D:\RESEARCH\STW_dataset\Extracted\S63\ExpData\EMG and IMU\Processed_Normalized_EMG\S63_stw4_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S63\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S63_stw4_cropped_rise_to_hs_emg.csv,2444,2.444,958,success
S63,5,R,D:\RESEARCH\STW_dataset\Extracted\S63\ExpData\Mocap\grfResults\stw5.mot,D:\RESEARCH\STW_dataset\Extracted\S63\ExpData\Mocap\stw5.c3d,D:\RESEARCH\STW_dataset\Extracted\S63\ExpData\EMG and IMU\Processed_Normalized_EMG\S63_stw5_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S63\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S63_stw5_cropped_rise_to_hs_emg.csv,2608,2.608,973,success
