muscle_column,emg_fs,start_grf_idx,end_mocap_idx,mapped_start_emg_idx,mapped_end_emg_idx,cropped_length,status,subject,trial
Vastus Medialis (%),1778,2904,1006,5163,8943,3780,success,S29,2
Semitendinosus (%),1259,2904,1006,3656,6333,2677,success,S29,2
Bicep Femoris (%),1259,2904,1006,3656,6333,2677,success,S29,2
Tibialis Anterior (%),1259,2374,882,2989,5552,2563,success,S29,3
Gastrocnemius Medialis (%),1778,2374,882,4221,7841,3620,success,S29,3
Gastrocnemius Lateralis (%),1778,2374,882,4221,7841,3620,success,S29,3
Rectus Femoris (%),1259,2374,882,2989,5552,2563,success,S29,3
Vastus Lateralis (%),1778,2374,882,4221,7841,3620,success,S29,3
Vastus Medialis (%),1778,2374,882,4221,7841,3620,success,S29,3
Semitendinosus (%),1259,2374,882,2989,5552,2563,success,S29,3
Bicep Femoris (%),1259,2374,882,2989,5552,2563,success,S29,3
Tibialis Anterior (%),1259,2729,1034,3436,6509,3073,success,S29,5
Gastrocnemius Medialis (%),1778,2729,1034,4852,9192,4340,success,S29,5
Gastrocnemius Lateralis (%),1778,2729,1034,4852,9192,4340,success,S29,5
Rectus Femoris (%),1259,2729,1034,3436,6509,3073,success,S29,5
Vastus Lateralis (%),1778,2729,1034,4852,9192,4340,success,S29,5
Vastus Medialis (%),1778,2729,1034,4852,9192,4340,success,S29,5
Semitendinosus (%),1259,2729,1034,3436,6509,3073,success,S29,5
Bicep Femoris (%),1259,2729,1034,3436,6509,3073,success,S29,5
Tibialis Anterior (%),1259,241,986,303,6207,5904,success,S30,5
Gastrocnemius Medialis (%),1778,241,986,428,8766,8338,success,S30,5
Gastrocnemius Lateralis (%),1778,241,986,428,8766,8338,success,S30,5
Rectus Femoris (%),1259,241,986,303,6207,5904,success,S30,5
Vastus Lateralis (%),1778,241,986,428,8766,8338,success,S30,5
Vastus Medialis (%),1778,241,986,428,8766,8338,success,S30,5
Semitendinosus (%),1259,241,986,303,6207,5904,success,S30,5
Bicep Femoris (%),1259,241,986,303,6207,5904,success,S30,5
Tibialis Anterior (%),1259,3374,1271,4248,8001,3753,success,S32,3
Gastrocnemius Medialis (%),1778,3374,1271,5999,11299,5300,success,S32,3
Gastrocnemius Lateralis (%),1778,3374,1271,5999,11299,5300,success,S32,3
Rectus Femoris (%),1259,3374,1271,4248,8001,3753,success,S32,3
Vastus Lateralis (%),1778,3374,1271,5999,11299,5300,success,S32,3
Vastus Medialis (%),1778,3374,1271,5999,11299,5300,success,S32,3
Semitendinosus (%),1259,3374,1271,4248,8001,3753,success,S32,3
Bicep Femoris (%),1259,3374,1271,4248,8001,3753,success,S32,3
Tibialis Anterior (%),1259,3648,1322,4593,8322,3729,success,S32,4
Gastrocnemius Medialis (%),1778,3648,1322,6486,11753,5267,success,S32,4
Gastrocnemius Lateralis (%),1778,3648,1322,6486,11753,5267,success,S32,4
Rectus Femoris (%),1259,3648,1322,4593,8322,3729,success,S32,4
Vastus Lateralis (%),1778,3648,1322,6486,11753,5267,success,S32,4
Vastus Medialis (%),1778,3648,1322,6486,11753,5267,success,S32,4
Semitendinosus (%),1259,3648,1322,4593,8322,3729,success,S32,4
Bicep Femoris (%),1259,3648,1322,4593,8322,3729,success,S32,4
Tibialis Anterior (%),1259,2468,1206,3107,7592,4485,success,S32,5
Gastrocnemius Medialis (%),1778,2468,1206,4388,10721,6333,success,S32,5
Gastrocnemius Lateralis (%),1778,2468,1206,4388,10721,6333,success,S32,5
Rectus Femoris (%),1259,2468,1206,3107,7592,4485,success,S32,5
Vastus Lateralis (%),1778,2468,1206,4388,10721,6333,success,S32,5
Vastus Medialis (%),1778,2468,1206,4388,10721,6333,success,S32,5
Semitendinosus (%),1259,2468,1206,3107,7592,4485,success,S32,5
Bicep Femoris (%),1259,2468,1206,3107,7592,4485,success,S32,5
Tibialis Anterior (%),1259,1842,932,2319,5867,3548,success,S34,1
Gastrocnemius Medialis (%),1778,1842,932,3275,8285,5010,success,S34,1
Gastrocnemius Lateralis (%),1778,1842,932,3275,8285,5010,success,S34,1
Rectus Femoris (%),1259,1842,932,2319,5867,3548,success,S34,1
Vastus Lateralis (%),1778,1842,932,3275,8285,5010,success,S34,1
Vastus Medialis (%),1778,1842,932,3275,8285,5010,success,S34,1
Semitendinosus (%),1259,1842,932,2319,5867,3548,success,S34,1
Bicep Femoris (%),1259,1842,932,2319,5867,3548,success,S34,1
Tibialis Anterior (%),1259,2435,1025,3066,6452,3386,success,S34,2
Gastrocnemius Medialis (%),1778,2435,1025,4329,9112,4783,success,S34,2
Gastrocnemius Lateralis (%),1778,2435,1025,4329,9112,4783,success,S34,2
Rectus Femoris (%),1259,2435,1025,3066,6452,3386,success,S34,2
Vastus Lateralis (%),1778,2435,1025,4329,9112,4783,success,S34,2
Vastus Medialis (%),1778,2435,1025,4329,9112,4783,success,S34,2
Semitendinosus (%),1259,2435,1025,3066,6452,3386,success,S34,2
Bicep Femoris (%),1259,2435,1025,3066,6452,3386,success,S34,2
Tibialis Anterior (%),1259,2052,905,2583,5697,3114,success,S34,3
Gastrocnemius Medialis (%),1778,2052,905,3648,8045,4397,success,S34,3
Gastrocnemius Lateralis (%),1778,2052,905,3648,8045,4397,success,S34,3
Rectus Femoris (%),1259,2052,905,2583,5697,3114,success,S34,3
Vastus Lateralis (%),1778,2052,905,3648,8045,4397,success,S34,3
Vastus Medialis (%),1778,2052,905,3648,8045,4397,success,S34,3
Semitendinosus (%),1259,2052,905,2583,5697,3114,success,S34,3
Bicep Femoris (%),1259,2052,905,2583,5697,3114,success,S34,3
Tibialis Anterior (%),1259,2510,1011,3160,6364,3204,success,S34,4
Gastrocnemius Medialis (%),1778,2510,1011,4463,8988,4525,success,S34,4
Gastrocnemius Lateralis (%),1778,2510,1011,4463,8988,4525,success,S34,4
Rectus Femoris (%),1259,2510,1011,3160,6364,3204,success,S34,4
Vastus Lateralis (%),1778,2510,1011,4463,8988,4525,success,S34,4
Vastus Medialis (%),1778,2510,1011,4463,8988,4525,success,S34,4
Semitendinosus (%),1259,2510,1011,3160,6364,3204,success,S34,4
Bicep Femoris (%),1259,2510,1011,3160,6364,3204,success,S34,4
Tibialis Anterior (%),1259,3019,1157,3801,7283,3482,success,S34,5
Gastrocnemius Medialis (%),1778,3019,1157,5368,10286,4918,success,S34,5
Gastrocnemius Lateralis (%),1778,3019,1157,5368,10286,4918,success,S34,5
Rectus Femoris (%),1259,3019,1157,3801,7283,3482,success,S34,5
Vastus Lateralis (%),1778,3019,1157,5368,10286,4918,success,S34,5
Vastus Medialis (%),1778,3019,1157,5368,10286,4918,success,S34,5
Semitendinosus (%),1259,3019,1157,3801,7283,3482,success,S34,5
Bicep Femoris (%),1259,3019,1157,3801,7283,3482,success,S34,5
Tibialis Anterior (%),1259,2925,1226,3683,7718,4035,success,S37,2
Gastrocnemius Medialis (%),1778,2925,1226,5201,10899,5698,success,S37,2
Gastrocnemius Lateralis (%),1778,2925,1226,5201,10899,5698,success,S37,2
Rectus Femoris (%),1259,2925,1226,3683,7718,4035,success,S37,2
Vastus Lateralis (%),1778,2925,1226,5201,10899,5698,success,S37,2
Vastus Medialis (%),1778,2925,1226,5201,10899,5698,success,S37,2
Semitendinosus (%),1259,2925,1226,3683,7718,4035,success,S37,2
Bicep Femoris (%),1259,2925,1226,3683,7718,4035,success,S37,2
Tibialis Anterior (%),1259,3546,1193,4464,7510,3046,success,S37,4
Gastrocnemius Medialis (%),1778,3546,1193,6305,10606,4301,success,S37,4
Gastrocnemius Lateralis (%),1778,3546,1193,6305,10606,4301,success,S37,4
Rectus Femoris (%),1259,3546,1193,4464,7510,3046,success,S37,4
Vastus Lateralis (%),1778,3546,1193,6305,10606,4301,success,S37,4
Vastus Medialis (%),1778,3546,1193,6305,10606,4301,success,S37,4
Semitendinosus (%),1259,3546,1193,4464,7510,3046,success,S37,4
Bicep Femoris (%),1259,3546,1193,4464,7510,3046,success,S37,4
Tibialis Anterior (%),1259,2801,1089,3526,6855,3329,success,S37,5
Gastrocnemius Medialis (%),1778,2801,1089,4980,9681,4701,success,S37,5
Gastrocnemius Lateralis (%),1778,2801,1089,4980,9681,4701,success,S37,5
Rectus Femoris (%),1259,2801,1089,3526,6855,3329,success,S37,5
Vastus Lateralis (%),1778,2801,1089,4980,9681,4701,success,S37,5
Vastus Medialis (%),1778,2801,1089,4980,9681,4701,success,S37,5
Semitendinosus (%),1259,2801,1089,3526,6855,3329,success,S37,5
Bicep Femoris (%),1259,2801,1089,3526,6855,3329,success,S37,5
Tibialis Anterior (%),1259,2573,1135,3239,7145,3906,success,S38,1
Gastrocnemius Medialis (%),1778,2573,1135,4575,10090,5515,success,S38,1
Gastrocnemius Lateralis (%),1778,2573,1135,4575,10090,5515,success,S38,1
Rectus Femoris (%),1259,2573,1135,3239,7145,3906,success,S38,1
Vastus Lateralis (%),1778,2573,1135,4575,10090,5515,success,S38,1
Vastus Medialis (%),1778,2573,1135,4575,10090,5515,success,S38,1
Semitendinosus (%),1259,2573,1135,3239,7145,3906,success,S38,1
Bicep Femoris (%),1259,2573,1135,3239,7145,3906,success,S38,1
Tibialis Anterior (%),1259,2640,1200,3324,7554,4230,success,S38,2
Gastrocnemius Medialis (%),1778,2640,1200,4694,10668,5974,success,S38,2
Gastrocnemius Lateralis (%),1778,2640,1200,4694,10668,5974,success,S38,2
Rectus Femoris (%),1259,2640,1200,3324,7554,4230,success,S38,2
Vastus Lateralis (%),1778,2640,1200,4694,10668,5974,success,S38,2
Vastus Medialis (%),1778,2640,1200,4694,10668,5974,success,S38,2
Semitendinosus (%),1259,2640,1200,3324,7554,4230,success,S38,2
Bicep Femoris (%),1259,2640,1200,3324,7554,4230,success,S38,2
Tibialis Anterior (%),1259,2815,1270,3544,7995,4451,success,S38,3
Gastrocnemius Medialis (%),1778,2815,1270,5005,11290,6285,success,S38,3
Gastrocnemius Lateralis (%),1778,2815,1270,5005,11290,6285,success,S38,3
Rectus Femoris (%),1259,2815,1270,3544,7995,4451,success,S38,3
Vastus Lateralis (%),1778,2815,1270,5005,11290,6285,success,S38,3
Vastus Medialis (%),1778,2815,1270,5005,11290,6285,success,S38,3
Semitendinosus (%),1259,2815,1270,3544,7995,4451,success,S38,3
Bicep Femoris (%),1259,2815,1270,3544,7995,4451,success,S38,3
Tibialis Anterior (%),1259,3635,1373,4576,8643,4067,success,S38,4
Gastrocnemius Medialis (%),1778,3635,1373,6463,12206,5743,success,S38,4
Gastrocnemius Lateralis (%),1778,3635,1373,6463,12206,5743,success,S38,4
Rectus Femoris (%),1259,3635,1373,4576,8643,4067,success,S38,4
Vastus Lateralis (%),1778,3635,1373,6463,12206,5743,success,S38,4
Vastus Medialis (%),1778,3635,1373,6463,12206,5743,success,S38,4
Semitendinosus (%),1259,3635,1373,4576,8643,4067,success,S38,4
Bicep Femoris (%),1259,3635,1373,4576,8643,4067,success,S38,4
Tibialis Anterior (%),1259,2640,1200,3324,7554,4230,success,S38,5
Gastrocnemius Medialis (%),1778,2640,1200,4694,10668,5974,success,S38,5
Gastrocnemius Lateralis (%),1778,2640,1200,4694,10668,5974,success,S38,5
Rectus Femoris (%),1259,2640,1200,3324,7554,4230,success,S38,5
Vastus Lateralis (%),1778,2640,1200,4694,10668,5974,success,S38,5
Vastus Medialis (%),1778,2640,1200,4694,10668,5974,success,S38,5
Semitendinosus (%),1259,2640,1200,3324,7554,4230,success,S38,5
Bicep Femoris (%),1259,2640,1200,3324,7554,4230,success,S38,5
Tibialis Anterior (%),1259,3086,1212,3885,7630,3745,success,S43,1
Gastrocnemius Medialis (%),1778,3086,1212,5487,10775,5288,success,S43,1
Gastrocnemius Lateralis (%),1778,3086,1212,5487,10775,5288,success,S43,1
Rectus Femoris (%),1259,3086,1212,3885,7630,3745,success,S43,1
Vastus Lateralis (%),1778,3086,1212,5487,10775,5288,success,S43,1
Vastus Medialis (%),1778,3086,1212,5487,10775,5288,success,S43,1
Semitendinosus (%),1259,3086,1212,3885,7630,3745,success,S43,1
Bicep Femoris (%),1259,3086,1212,3885,7630,3745,success,S43,1
Tibialis Anterior (%),1259,1056,1044,1330,6572,5242,success,S43,3
Gastrocnemius Medialis (%),1778,1056,1044,1878,9281,7403,success,S43,3
Gastrocnemius Lateralis (%),1778,1056,1044,1878,9281,7403,success,S43,3
Rectus Femoris (%),1259,1056,1044,1330,6572,5242,success,S43,3
Vastus Lateralis (%),1778,1056,1044,1878,9281,7403,success,S43,3
Vastus Medialis (%),1778,1056,1044,1878,9281,7403,success,S43,3
Semitendinosus (%),1259,1056,1044,1330,6572,5242,success,S43,3
Bicep Femoris (%),1259,1056,1044,1330,6572,5242,success,S43,3
Tibialis Anterior (%),1259,1024,1147,1289,7220,5931,success,S43,4
Gastrocnemius Medialis (%),1778,1024,1147,1821,10197,8376,success,S43,4
Gastrocnemius Lateralis (%),1778,1024,1147,1821,10197,8376,success,S43,4
Rectus Femoris (%),1259,1024,1147,1289,7220,5931,success,S43,4
Vastus Lateralis (%),1778,1024,1147,1821,10197,8376,success,S43,4
Vastus Medialis (%),1778,1024,1147,1821,10197,8376,success,S43,4
Semitendinosus (%),1259,1024,1147,1289,7220,5931,success,S43,4
Bicep Femoris (%),1259,1024,1147,1289,7220,5931,success,S43,4
Tibialis Anterior (%),1259,1406,1159,1770,7296,5526,success,S43,5
Gastrocnemius Medialis (%),1778,1406,1159,2500,10304,7804,success,S43,5
Gastrocnemius Lateralis (%),1778,1406,1159,2500,10304,7804,success,S43,5
Rectus Femoris (%),1259,1406,1159,1770,7296,5526,success,S43,5
Vastus Lateralis (%),1778,1406,1159,2500,10304,7804,success,S43,5
Vastus Medialis (%),1778,1406,1159,2500,10304,7804,success,S43,5
Semitendinosus (%),1259,1406,1159,1770,7296,5526,success,S43,5
Bicep Femoris (%),1259,1406,1159,1770,7296,5526,success,S43,5
Tibialis Anterior (%),1259,2432,932,3062,5867,2805,success,S60,1
Gastrocnemius Medialis (%),1778,2432,932,4324,8285,3961,success,S60,1
Gastrocnemius Lateralis (%),1778,2432,932,4324,8285,3961,success,S60,1
Rectus Femoris (%),1259,2432,932,3062,5867,2805,success,S60,1
Vastus Lateralis (%),1778,2432,932,4324,8285,3961,success,S60,1
Vastus Medialis (%),1778,2432,932,4324,8285,3961,success,S60,1
Semitendinosus (%),1259,2432,932,3062,5867,2805,success,S60,1
Bicep Femoris (%),1259,2432,932,3062,5867,2805,success,S60,1
Tibialis Anterior (%),1259,1517,944,1910,5942,4032,success,S60,4
Gastrocnemius Medialis (%),1778,1517,944,2697,8392,5695,success,S60,4
Gastrocnemius Lateralis (%),1778,1517,944,2697,8392,5695,success,S60,4
Rectus Femoris (%),1259,1517,944,1910,5942,4032,success,S60,4
Vastus Lateralis (%),1778,1517,944,2697,8392,5695,success,S60,4
Vastus Medialis (%),1778,1517,944,2697,8392,5695,success,S60,4
Semitendinosus (%),1259,1517,944,1910,5942,4032,success,S60,4
Bicep Femoris (%),1259,1517,944,1910,5942,4032,success,S60,4
Tibialis Anterior (%),1259,2390,923,3009,5810,2801,success,S60,5
Gastrocnemius Medialis (%),1778,2390,923,4249,8205,3956,success,S60,5
Gastrocnemius Lateralis (%),1778,2390,923,4249,8205,3956,success,S60,5
Rectus Femoris (%),1259,2390,923,3009,5810,2801,success,S60,5
Vastus Lateralis (%),1778,2390,923,4249,8205,3956,success,S60,5
Vastus Medialis (%),1778,2390,923,4249,8205,3956,success,S60,5
Semitendinosus (%),1259,2390,923,3009,5810,2801,success,S60,5
Bicep Femoris (%),1259,2390,923,3009,5810,2801,success,S60,5
Tibialis Anterior (%),1259,2658,1036,3346,6522,3176,success,S64,1
Gastrocnemius Medialis (%),1778,2658,1036,4726,9210,4484,success,S64,1
Gastrocnemius Lateralis (%),1778,2658,1036,4726,9210,4484,success,S64,1
Rectus Femoris (%),1259,2658,1036,3346,6522,3176,success,S64,1
Vastus Lateralis (%),1778,2658,1036,4726,9210,4484,success,S64,1
Vastus Medialis (%),1778,2658,1036,4726,9210,4484,success,S64,1
Semitendinosus (%),1259,2658,1036,3346,6522,3176,success,S64,1
Bicep Femoris (%),1259,2658,1036,3346,6522,3176,success,S64,1
Tibialis Anterior (%),1259,2508,951,3158,5987,2829,success,S64,2
Gastrocnemius Medialis (%),1778,2508,951,4459,8454,3995,success,S64,2
Gastrocnemius Lateralis (%),1778,2508,951,4459,8454,3995,success,S64,2
Rectus Femoris (%),1259,2508,951,3158,5987,2829,success,S64,2
Vastus Lateralis (%),1778,2508,951,4459,8454,3995,success,S64,2
Vastus Medialis (%),1778,2508,951,4459,8454,3995,success,S64,2
Semitendinosus (%),1259,2508,951,3158,5987,2829,success,S64,2
Bicep Femoris (%),1259,2508,951,3158,5987,2829,success,S64,2
Tibialis Anterior (%),1259,0,983,0,6188,6188,success,S64,3
Gastrocnemius Medialis (%),1778,0,983,0,8739,8739,success,S64,3
Gastrocnemius Lateralis (%),1778,0,983,0,8739,8739,success,S64,3
Rectus Femoris (%),1259,0,983,0,6188,6188,success,S64,3
Vastus Lateralis (%),1778,0,983,0,8739,8739,success,S64,3
Vastus Medialis (%),1778,0,983,0,8739,8739,success,S64,3
Semitendinosus (%),1259,0,983,0,6188,6188,success,S64,3
Bicep Femoris (%),1259,0,983,0,6188,6188,success,S64,3
Tibialis Anterior (%),1259,2570,978,3236,6157,2921,success,S64,4
Gastrocnemius Medialis (%),1778,2570,978,4569,8694,4125,success,S64,4
Gastrocnemius Lateralis (%),1778,2570,978,4569,8694,4125,success,S64,4
Rectus Femoris (%),1259,2570,978,3236,6157,2921,success,S64,4
Vastus Lateralis (%),1778,2570,978,4569,8694,4125,success,S64,4
Vastus Medialis (%),1778,2570,978,4569,8694,4125,success,S64,4
Semitendinosus (%),1259,2570,978,3236,6157,2921,success,S64,4
Bicep Femoris (%),1259,2570,978,3236,6157,2921,success,S64,4
Tibialis Anterior (%),1259,2310,907,2908,5710,2802,success,S64,5
Gastrocnemius Medialis (%),1778,2310,907,4107,8063,3956,success,S64,5
Gastrocnemius Lateralis (%),1778,2310,907,4107,8063,3956,success,S64,5
Rectus Femoris (%),1259,2310,907,2908,5710,2802,success,S64,5
Vastus Lateralis (%),1778,2310,907,4107,8063,3956,success,S64,5
Vastus Medialis (%),1778,2310,907,4107,8063,3956,success,S64,5
Semitendinosus (%),1259,2310,907,2908,5710,2802,success,S64,5
Bicep Femoris (%),1259,2310,907,2908,5710,2802,success,S64,5
Tibialis Anterior (%),1259,1312,895,1652,5634,3982,success,S65,1
Gastrocnemius Medialis (%),1778,1312,895,2333,7957,5624,success,S65,1
Gastrocnemius Lateralis (%),1778,1312,895,2333,7957,5624,success,S65,1
Rectus Femoris (%),1259,1312,895,1652,5634,3982,success,S65,1
Vastus Lateralis (%),1778,1312,895,2333,7957,5624,success,S65,1
Vastus Medialis (%),1778,1312,895,2333,7957,5624,success,S65,1
Semitendinosus (%),1259,1312,895,1652,5634,3982,success,S65,1
Bicep Femoris (%),1259,1312,895,1652,5634,3982,success,S65,1
Tibialis Anterior (%),1259,1088,936,1370,5892,4522,success,S65,2
Gastrocnemius Medialis (%),1778,1088,936,1934,8321,6387,success,S65,2
Gastrocnemius Lateralis (%),1778,1088,936,1934,8321,6387,success,S65,2
Rectus Femoris (%),1259,1088,936,1370,5892,4522,success,S65,2
Vastus Lateralis (%),1778,1088,936,1934,8321,6387,success,S65,2
Vastus Medialis (%),1778,1088,936,1934,8321,6387,success,S65,2
Semitendinosus (%),1259,1088,936,1370,5892,4522,success,S65,2
Bicep Femoris (%),1259,1088,936,1370,5892,4522,success,S65,2
Tibialis Anterior (%),1259,892,918,1123,5779,4656,success,S65,3
Gastrocnemius Medialis (%),1778,892,918,1586,8161,6575,success,S65,3
Gastrocnemius Lateralis (%),1778,892,918,1586,8161,6575,success,S65,3
Rectus Femoris (%),1259,892,918,1123,5779,4656,success,S65,3
Vastus Lateralis (%),1778,892,918,1586,8161,6575,success,S65,3
Vastus Medialis (%),1778,892,918,1586,8161,6575,success,S65,3
Semitendinosus (%),1259,892,918,1123,5779,4656,success,S65,3
Bicep Femoris (%),1259,892,918,1123,5779,4656,success,S65,3
Tibialis Anterior (%),1259,2556,897,3218,5647,2429,success,S65,4
Gastrocnemius Medialis (%),1778,2556,897,4545,7974,3429,success,S65,4
Gastrocnemius Lateralis (%),1778,2556,897,4545,7974,3429,success,S65,4
Rectus Femoris (%),1259,2556,897,3218,5647,2429,success,S65,4
Vastus Lateralis (%),1778,2556,897,4545,7974,3429,success,S65,4
Vastus Medialis (%),1778,2556,897,4545,7974,3429,success,S65,4
Semitendinosus (%),1259,2556,897,3218,5647,2429,success,S65,4
Bicep Femoris (%),1259,2556,897,3218,5647,2429,success,S65,4
Tibialis Anterior (%),1259,0,866,0,5451,5451,success,S65,5
Gastrocnemius Medialis (%),1778,0,866,0,7699,7699,success,S65,5
Gastrocnemius Lateralis (%),1778,0,866,0,7699,7699,success,S65,5
Rectus Femoris (%),1259,0,866,0,5451,5451,success,S65,5
Vastus Lateralis (%),1778,0,866,0,7699,7699,success,S65,5
Vastus Medialis (%),1778,0,866,0,7699,7699,success,S65,5
Semitendinosus (%),1259,0,866,0,5451,5451,success,S65,5
Bicep Femoris (%),1259,0,866,0,5451,5451,success,S65,5
Tibialis Anterior (%),1259,2914,1115,3669,7019,3350,success,S40,1
Gastrocnemius Medialis (%),1778,2914,1115,5181,9912,4731,success,S40,1
Gastrocnemius Lateralis (%),1778,2914,1115,5181,9912,4731,success,S40,1
Rectus Femoris (%),1259,2914,1115,3669,7019,3350,success,S40,1
Vastus Lateralis (%),1778,2914,1115,5181,9912,4731,success,S40,1
Vastus Medialis (%),1778,2914,1115,5181,9912,4731,success,S40,1
Semitendinosus (%),1259,2914,1115,3669,7019,3350,success,S40,1
Bicep Femoris (%),1259,2914,1115,3669,7019,3350,success,S40,1
Tibialis Anterior (%),1259,2641,1048,3325,6597,3272,success,S40,2
Gastrocnemius Medialis (%),1778,2641,1048,4696,9317,4621,success,S40,2
Gastrocnemius Lateralis (%),1778,2641,1048,4696,9317,4621,success,S40,2
Rectus Femoris (%),1259,2641,1048,3325,6597,3272,success,S40,2
Vastus Lateralis (%),1778,2641,1048,4696,9317,4621,success,S40,2
Vastus Medialis (%),1778,2641,1048,4696,9317,4621,success,S40,2
Semitendinosus (%),1259,2641,1048,3325,6597,3272,success,S40,2
Bicep Femoris (%),1259,2641,1048,3325,6597,3272,success,S40,2
Tibialis Anterior (%),1259,1808,1011,2276,6364,4088,success,S40,3
Gastrocnemius Medialis (%),1778,1808,1011,3215,8988,5773,success,S40,3
Gastrocnemius Lateralis (%),1778,1808,1011,3215,8988,5773,success,S40,3
Rectus Femoris (%),1259,1808,1011,2276,6364,4088,success,S40,3
Vastus Lateralis (%),1778,1808,1011,3215,8988,5773,success,S40,3
Vastus Medialis (%),1778,1808,1011,3215,8988,5773,success,S40,3
Semitendinosus (%),1259,1808,1011,2276,6364,4088,success,S40,3
Bicep Femoris (%),1259,1808,1011,2276,6364,4088,success,S40,3
Tibialis Anterior (%),1259,2227,905,2804,5697,2893,success,S40,4
Gastrocnemius Medialis (%),1778,2227,905,3960,8045,4085,success,S40,4
Gastrocnemius Lateralis (%),1778,2227,905,3960,8045,4085,success,S40,4
Rectus Femoris (%),1259,2227,905,2804,5697,2893,success,S40,4
Vastus Lateralis (%),1778,2227,905,3960,8045,4085,success,S40,4
Vastus Medialis (%),1778,2227,905,3960,8045,4085,success,S40,4
Semitendinosus (%),1259,2227,905,2804,5697,2893,success,S40,4
Bicep Femoris (%),1259,2227,905,2804,5697,2893,success,S40,4
Tibialis Anterior (%),1259,1826,844,2299,5313,3014,success,S40,5
Gastrocnemius Medialis (%),1778,1826,844,3247,7503,4256,success,S40,5
Gastrocnemius Lateralis (%),1778,1826,844,3247,7503,4256,success,S40,5
Rectus Femoris (%),1259,1826,844,2299,5313,3014,success,S40,5
Vastus Lateralis (%),1778,1826,844,3247,7503,4256,success,S40,5
Vastus Medialis (%),1778,1826,844,3247,7503,4256,success,S40,5
Semitendinosus (%),1259,1826,844,2299,5313,3014,success,S40,5
Bicep Femoris (%),1259,1826,844,2299,5313,3014,success,S40,5
Tibialis Anterior (%),1259,1017,1187,1280,7472,6192,success,S45,1
Gastrocnemius Medialis (%),1778,1017,1187,1808,10552,8744,success,S45,1
Gastrocnemius Lateralis (%),1778,1017,1187,1808,10552,8744,success,S45,1
Rectus Femoris (%),1259,1017,1187,1280,7472,6192,success,S45,1
Vastus Lateralis (%),1778,1017,1187,1808,10552,8744,success,S45,1
Vastus Medialis (%),1778,1017,1187,1808,10552,8744,success,S45,1
Semitendinosus (%),1259,1017,1187,1280,7472,6192,success,S45,1
Bicep Femoris (%),1259,1017,1187,1280,7472,6192,success,S45,1
Tibialis Anterior (%),1259,2569,987,3234,6213,2979,success,S45,2
Gastrocnemius Medialis (%),1778,2569,987,4568,8774,4206,success,S45,2
Gastrocnemius Lateralis (%),1778,2569,987,4568,8774,4206,success,S45,2
Rectus Femoris (%),1259,2569,987,3234,6213,2979,success,S45,2
Vastus Lateralis (%),1778,2569,987,4568,8774,4206,success,S45,2
Vastus Medialis (%),1778,2569,987,4568,8774,4206,success,S45,2
Semitendinosus (%),1259,2569,987,3234,6213,2979,success,S45,2
Bicep Femoris (%),1259,2569,987,3234,6213,2979,success,S45,2
Tibialis Anterior (%),1259,2273,935,2862,5886,3024,success,S45,3
Gastrocnemius Medialis (%),1778,2273,935,4041,8312,4271,success,S45,3
Gastrocnemius Lateralis (%),1778,2273,935,4041,8312,4271,success,S45,3
Rectus Femoris (%),1259,2273,935,2862,5886,3024,success,S45,3
Vastus Lateralis (%),1778,2273,935,4041,8312,4271,success,S45,3
Vastus Medialis (%),1778,2273,935,4041,8312,4271,success,S45,3
Semitendinosus (%),1259,2273,935,2862,5886,3024,success,S45,3
Bicep Femoris (%),1259,2273,935,2862,5886,3024,success,S45,3
Tibialis Anterior (%),1259,2683,959,3378,6037,2659,success,S45,4
Gastrocnemius Medialis (%),1778,2683,959,4770,8526,3756,success,S45,4
Gastrocnemius Lateralis (%),1778,2683,959,4770,8526,3756,success,S45,4
Rectus Femoris (%),1259,2683,959,3378,6037,2659,success,S45,4
Vastus Lateralis (%),1778,2683,959,4770,8526,3756,success,S45,4
Vastus Medialis (%),1778,2683,959,4770,8526,3756,success,S45,4
Semitendinosus (%),1259,2683,959,3378,6037,2659,success,S45,4
Bicep Femoris (%),1259,2683,959,3378,6037,2659,success,S45,4
Tibialis Anterior (%),1259,2836,961,3571,6049,2478,success,S45,5
Gastrocnemius Medialis (%),1778,2836,961,5042,8543,3501,success,S45,5
Gastrocnemius Lateralis (%),1778,2836,961,5042,8543,3501,success,S45,5
Rectus Femoris (%),1259,2836,961,3571,6049,2478,success,S45,5
Vastus Lateralis (%),1778,2836,961,5042,8543,3501,success,S45,5
Vastus Medialis (%),1778,2836,961,5042,8543,3501,success,S45,5
Semitendinosus (%),1259,2836,961,3571,6049,2478,success,S45,5
Bicep Femoris (%),1259,2836,961,3571,6049,2478,success,S45,5
Tibialis Anterior (%),1259,2807,1105,3534,6956,3422,success,S47,1
Gastrocnemius Medialis (%),1778,2807,1105,4991,9823,4832,success,S47,1
Gastrocnemius Lateralis (%),1778,2807,1105,4991,9823,4832,success,S47,1
Rectus Femoris (%),1259,2807,1105,3534,6956,3422,success,S47,1
Vastus Lateralis (%),1778,2807,1105,4991,9823,4832,success,S47,1
Vastus Medialis (%),1778,2807,1105,4991,9823,4832,success,S47,1
Semitendinosus (%),1259,2807,1105,3534,6956,3422,success,S47,1
Bicep Femoris (%),1259,2807,1105,3534,6956,3422,success,S47,1
Tibialis Anterior (%),1259,3082,1137,3880,7157,3277,success,S47,2
